session_id,timestamp,t_sec,intensity,mvc_percent,rula_score,deltaE_work,E_fixed,E_recover,E_norm_fixed,E_norm_recover,fatigue_fixed,fatigue_recover,slope_5min_per_s,is_rest_like,subject
subj1_normal,2025-10-15 09:15:00,900,normal,11.29,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0008,0,subj1
subj1_normal,2025-10-15 09:15:30,930,normal,13.26,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0026,0,subj1
subj1_normal,2025-10-15 09:16:00,960,normal,11.18,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0028,0,subj1
subj1_normal,2025-10-15 09:16:30,990,normal,13.45,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0072,0,subj1
subj1_normal,2025-10-15 09:17:00,1020,normal,13.06,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0032,0,subj1
subj1_normal,2025-10-15 09:17:30,1050,normal,12.4,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0016,0,subj1
subj1_normal,2025-10-15 09:18:00,1080,normal,9.4,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0021,1,subj1
subj1_normal,2025-10-15 09:18:30,1110,normal,11.66,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0038,0,subj1
subj1_normal,2025-10-15 09:19:00,1140,normal,15.21,1,0.0,0.0,0.0,0.0,0.0,low,low,0.004,0,subj1
subj1_normal,2025-10-15 09:19:30,1170,normal,12.5,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0028,0,subj1
subj1_normal,2025-10-15 09:20:00,1200,normal,11.68,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0007,0,subj1
subj1_normal,2025-10-15 09:20:30,1230,normal,13.96,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0041,0,subj1
subj1_normal,2025-10-15 09:21:00,1260,normal,8.98,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.005,1,subj1
subj1_normal,2025-10-15 09:21:30,1290,normal,11.33,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0039,0,subj1
subj1_normal,2025-10-15 09:22:00,1320,normal,15.53,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0048,0,subj1
subj1_normal,2025-10-15 09:22:30,1350,normal,9.87,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0007,1,subj1
subj1_normal,2025-10-15 09:23:00,1380,normal,10.7,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0075,0,subj1
subj1_normal,2025-10-15 09:23:30,1410,normal,13.93,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0053,0,subj1
subj1_normal,2025-10-15 09:24:00,1440,normal,16.44,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0084,0,subj1
subj1_normal,2025-10-15 09:24:30,1470,normal,12.05,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0076,0,subj1
subj1_normal,2025-10-15 09:25:00,1500,normal,13.78,3,0.0,0.0,0.0,0.0,0.0,low,low,0.0084,0,subj1
subj1_normal,2025-10-15 09:25:30,1530,normal,10.73,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0078,0,subj1
subj1_normal,2025-10-15 09:26:00,1560,normal,13.52,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0025,0,subj1
subj1_normal,2025-10-15 09:26:30,1590,normal,17.57,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0079,0,subj1
subj1_normal,2025-10-15 09:27:00,1620,normal,11.99,1,0.0,0.0,0.0,0.0,0.0,low,low,0.01,0,subj1
subj1_normal,2025-10-15 09:27:30,1650,normal,15.5,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0074,0,subj1
subj1_normal,2025-10-15 09:28:00,1680,normal,12.88,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0004,0,subj1
subj1_normal,2025-10-15 09:28:30,1710,normal,10.99,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0054,0,subj1
subj1_normal,2025-10-15 09:29:00,1740,normal,12.23,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0014,0,subj1
subj1_normal,2025-10-15 09:29:30,1770,normal,14.51,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0012,0,subj1
subj1_normal,2025-10-15 09:30:00,1800,normal,8.28,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0096,1,subj1
subj1_normal,2025-10-15 09:30:30,1830,normal,11.66,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0163,0,subj1
subj1_normal,2025-10-15 09:31:00,1860,normal,9.31,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0215,1,subj1
subj1_normal,2025-10-15 09:31:30,1890,normal,15.36,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.005,0,subj1
subj1_normal,2025-10-15 09:32:00,1920,normal,16.47,1,0.0,0.0,0.0,0.0,0.0,low,low,0.002,0,subj1
subj1_normal,2025-10-15 09:32:30,1950,normal,14.65,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0117,0,subj1
subj1_normal,2025-10-15 09:33:00,1980,normal,12.38,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0118,0,subj1
subj1_normal,2025-10-15 09:33:30,2010,normal,14.42,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0116,0,subj1
subj1_normal,2025-10-15 09:34:00,2040,normal,12.34,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0089,0,subj1
subj1_normal,2025-10-15 09:34:30,2070,normal,13.77,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0139,0,subj1
subj1_normal,2025-10-15 09:35:00,2100,normal,12.79,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0036,0,subj1
subj1_normal,2025-10-15 09:35:30,2130,normal,14.58,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0022,0,subj1
subj1_normal,2025-10-15 09:36:00,2160,normal,11.1,3,0.0,0.0,0.0,0.0,0.0,low,low,-0.0119,0,subj1
subj1_normal,2025-10-15 09:36:30,2190,normal,12.51,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0107,0,subj1
subj1_normal,2025-10-15 09:37:00,2220,normal,12.67,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0056,0,subj1
subj1_normal,2025-10-15 09:37:30,2250,normal,8.54,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0105,1,subj1
subj1_normal,2025-10-15 09:38:00,2280,normal,15.89,3,0.0,0.0,0.0,0.0,0.0,low,low,-0.0047,0,subj1
subj1_normal,2025-10-15 09:38:30,2310,normal,19.74,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0113,0,subj1
subj1_normal,2025-10-15 09:39:00,2340,normal,14.09,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0102,0,subj1
subj1_normal,2025-10-15 09:39:30,2370,normal,12.8,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0093,0,subj1
subj1_normal,2025-10-15 09:40:00,2400,normal,13.09,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0071,0,subj1
subj1_normal,2025-10-15 09:40:30,2430,normal,13.51,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0095,0,subj1
subj1_normal,2025-10-15 09:41:00,2460,normal,12.82,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0033,0,subj1
subj1_normal,2025-10-15 09:41:30,2490,normal,14.54,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0028,0,subj1
subj1_normal,2025-10-15 09:42:00,2520,normal,13.77,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0003,0,subj1
subj1_normal,2025-10-15 09:42:30,2550,normal,14.12,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0111,0,subj1
subj1_normal,2025-10-15 09:43:00,2580,normal,14.62,3,0.0,0.0,0.0,0.0,0.0,low,low,-0.0076,0,subj1
subj1_normal,2025-10-15 09:43:30,2610,normal,9.16,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0049,1,subj1
subj1_normal,2025-10-15 09:44:00,2640,normal,14.76,3,0.0,0.0,0.0,0.0,0.0,low,low,-0.0003,0,subj1
subj1_normal,2025-10-15 09:44:30,2670,normal,11.22,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0052,0,subj1
subj1_normal,2025-10-15 09:45:00,2700,normal,18.89,2,0.0,0.0,0.0,0.0,0.0,low,low,0.005,0,subj1
subj1_normal,2025-10-15 09:45:30,2730,normal,10.95,3,0.0,0.0,0.0,0.0,0.0,low,low,-0.0006,0,subj1
subj1_normal,2025-10-15 09:46:00,2760,normal,15.44,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0015,0,subj1
subj1_normal,2025-10-15 09:46:30,2790,normal,12.89,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0017,0,subj1
subj1_normal,2025-10-15 09:47:00,2820,normal,14.3,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0035,0,subj1
subj1_normal,2025-10-15 09:47:30,2850,normal,15.14,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0073,0,subj1
subj1_normal,2025-10-15 09:48:00,2880,normal,15.12,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0118,0,subj1
subj1_normal,2025-10-15 09:48:30,2910,normal,17.03,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0074,0,subj1
subj1_normal,2025-10-15 09:49:00,2940,normal,14.59,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0078,0,subj1
subj1_normal,2025-10-15 09:49:30,2970,normal,14.65,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0006,0,subj1
subj1_normal,2025-10-15 09:50:00,3000,normal,15.08,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0098,0,subj1
subj1_normal,2025-10-15 09:50:30,3030,normal,14.42,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0016,0,subj1
subj1_normal,2025-10-15 09:51:00,3060,normal,9.45,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0069,1,subj1
subj1_normal,2025-10-15 09:51:30,3090,normal,4.51,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0277,1,subj1
subj1_normal,2025-10-15 09:52:00,3120,normal,6.31,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0387,1,subj1
subj1_normal,2025-10-15 09:52:30,3150,normal,7.14,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0431,1,subj1
subj1_normal,2025-10-15 09:53:00,3180,normal,8.29,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0423,1,subj1
subj1_normal,2025-10-15 09:53:30,3210,normal,8.85,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0334,1,subj1
subj1_normal,2025-10-15 09:54:00,3240,normal,6.75,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0304,1,subj1
subj1_normal,2025-10-15 09:54:30,3270,normal,9.45,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0192,1,subj1
subj1_normal,2025-10-15 09:55:00,3300,normal,9.91,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0042,1,subj1
subj1_normal,2025-10-15 09:55:30,3330,normal,7.33,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0068,1,subj1
subj1_normal,2025-10-15 09:56:00,3360,normal,4.53,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0045,1,subj1
subj1_normal,2025-10-15 09:56:30,3390,normal,5.26,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0054,1,subj1
subj1_normal,2025-10-15 09:57:00,3420,normal,6.36,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0096,1,subj1
subj1_normal,2025-10-15 09:57:30,3450,normal,9.45,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0064,1,subj1
subj1_normal,2025-10-15 09:58:00,3480,normal,8.91,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0026,1,subj1
subj1_normal,2025-10-15 09:58:30,3510,normal,10.18,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0046,0,subj1
subj1_normal,2025-10-15 09:59:00,3540,normal,8.35,3,0.0,0.0,0.0,0.0,0.0,low,low,0.0032,1,subj1
subj1_normal,2025-10-15 09:59:30,3570,normal,6.32,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0035,1,subj1
subj1_normal,2025-10-15 10:00:00,3600,normal,7.61,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0084,1,subj1
subj1_normal,2025-10-15 10:00:30,3630,normal,8.99,1,0.0,0.0,0.0,0.0,0.0,low,low,0.011,1,subj1
subj1_normal,2025-10-15 10:01:00,3660,normal,8.32,3,0.0,0.0,0.0,0.0,0.0,low,low,0.0055,1,subj1
subj1_normal,2025-10-15 10:01:30,3690,normal,5.63,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0048,1,subj1
subj1_normal,2025-10-15 10:02:00,3720,normal,12.03,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0012,0,subj1
subj1_normal,2025-10-15 10:02:30,3750,normal,7.93,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0004,1,subj1
subj1_normal,2025-10-15 10:03:00,3780,normal,10.04,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0036,0,subj1
subj1_normal,2025-10-15 10:03:30,3810,normal,4.56,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0,1,subj1
subj1_normal,2025-10-15 10:04:00,3840,normal,6.21,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0024,1,subj1
subj1_normal,2025-10-15 10:04:30,3870,normal,8.45,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0043,1,subj1
subj1_normal,2025-10-15 10:05:00,3900,normal,10.55,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0005,0,subj1
subj1_normal,2025-10-15 10:05:30,3930,normal,6.26,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0026,1,subj1
subj1_normal,2025-10-15 10:06:00,3960,normal,6.65,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0043,1,subj1
subj1_normal,2025-10-15 10:06:30,3990,normal,15.52,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0048,0,subj1
subj1_normal,2025-10-15 10:07:00,4020,normal,19.2,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0308,0,subj1
subj1_normal,2025-10-15 10:07:30,4050,normal,17.42,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0416,0,subj1
subj1_normal,2025-10-15 10:08:00,4080,normal,19.51,1,0.0,0.0,0.0,0.0,0.0,low,low,0.057,0,subj1
subj1_normal,2025-10-15 10:08:30,4110,normal,14.33,1,0.0,0.0,0.0,0.0,0.0,low,low,0.047,0,subj1
subj1_normal,2025-10-15 10:09:00,4140,normal,16.42,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0405,0,subj1
subj1_normal,2025-10-15 10:09:30,4170,normal,16.59,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0352,0,subj1
subj1_normal,2025-10-15 10:10:00,4200,normal,10.29,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0198,0,subj1
subj1_normal,2025-10-15 10:10:30,4230,normal,15.76,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0049,0,subj1
subj1_normal,2025-10-15 10:11:00,4260,normal,16.48,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0117,0,subj1
subj1_normal,2025-10-15 10:11:30,4290,normal,13.86,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0172,0,subj1
subj1_normal,2025-10-15 10:12:00,4320,normal,16.83,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0086,0,subj1
subj1_normal,2025-10-15 10:12:30,4350,normal,16.67,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0032,0,subj1
subj1_normal,2025-10-15 10:13:00,4380,normal,16.45,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0068,0,subj1
subj1_normal,2025-10-15 10:13:30,4410,normal,11.22,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0031,0,subj1
subj1_normal,2025-10-15 10:14:00,4440,normal,15.01,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0001,0,subj1
subj1_normal,2025-10-15 10:14:30,4470,normal,15.65,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0049,0,subj1
subj1_normal,2025-10-15 10:15:00,4500,normal,16.5,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0021,0,subj1
subj1_normal,2025-10-15 10:15:30,4530,normal,18.76,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0046,0,subj1
subj1_normal,2025-10-15 10:16:00,4560,normal,14.68,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0043,0,subj1
subj1_normal,2025-10-15 10:16:30,4590,normal,16.49,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0022,0,subj1
subj1_normal,2025-10-15 10:17:00,4620,normal,17.18,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0069,0,subj1
subj1_normal,2025-10-15 10:17:30,4650,normal,14.65,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0065,0,subj1
subj1_normal,2025-10-15 10:18:00,4680,normal,14.91,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0069,0,subj1
subj1_normal,2025-10-15 10:18:30,4710,normal,15.69,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0023,0,subj1
subj1_normal,2025-10-15 10:19:00,4740,normal,11.26,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0129,0,subj1
subj1_normal,2025-10-15 10:19:30,4770,normal,13.86,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0158,0,subj1
subj1_normal,2025-10-15 10:20:00,4800,normal,15.87,1,0.0,0.0,0.0,0.0,0.0,low,low,-0.0126,0,subj1
subj1_normal,2025-10-15 10:20:30,4830,normal,14.11,2,0.0,0.0,0.0,0.0,0.0,low,low,-0.0072,0,subj1
subj1_normal,2025-10-15 10:21:00,4860,normal,19.21,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0003,0,subj1
subj1_normal,2025-10-15 10:21:30,4890,normal,15.22,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0027,0,subj1
subj1_normal,2025-10-15 10:22:00,4920,normal,18.03,3,0.0,0.0,0.0,0.0,0.0,low,low,0.0123,0,subj1
subj1_normal,2025-10-15 10:22:30,4950,normal,17.76,2,0.0,0.0,0.0,0.0,0.0,low,low,0.0154,0,subj1
subj1_normal,2025-10-15 10:23:00,4980,normal,16.72,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0159,0,subj1
subj1_normal,2025-10-15 10:23:30,5010,normal,17.02,1,0.0,0.0,0.0,0.0,0.0,low,low,0.018,0,subj1
subj1_normal,2025-10-15 10:24:00,5040,normal,17.46,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0105,0,subj1
subj1_normal,2025-10-15 10:24:30,5070,normal,18.53,1,0.0,0.0,0.0,0.0,0.0,low,low,0.0082,0,subj1
subj1_normal,2025-10-15 10:25:00,5100,normal,20.56,1,16.81,16.81,16.81,0.0,0.0,low,low,0.0122,0,subj1
subj1_normal,2025-10-15 10:25:30,5130,normal,18.6,1,0.0,16.81,16.8,0.0,0.0,low,low,0.0068,0,subj1
subj1_normal,2025-10-15 10:26:00,5160,normal,15.75,1,0.0,16.81,16.77,0.0,0.0,low,low,0.0058,0,subj1
subj1_normal,2025-10-15 10:26:30,5190,normal,19.5,4,0.0,16.81,16.76,0.0,0.0,low,low,0.0041,0,subj1
subj1_normal,2025-10-15 10:27:00,5220,normal,16.82,1,0.0,16.81,16.74,0.0,0.0,low,low,0.002,0,subj1
subj1_normal,2025-10-15 10:27:30,5250,normal,16.27,2,0.0,16.81,16.71,0.0,0.0,low,low,-0.0011,0,subj1
subj1_normal,2025-10-15 10:28:00,5280,normal,21.1,1,33.03,49.83,49.74,0.0,0.0,low,low,0.0028,0,subj1
subj1_normal,2025-10-15 10:28:30,5310,normal,18.86,3,0.0,49.83,49.71,0.0,0.0,low,low,0.0015,0,subj1
subj1_normal,2025-10-15 10:29:00,5340,normal,17.91,2,0.0,49.83,49.66,0.0,0.0,low,low,-0.0012,0,subj1
subj1_normal,2025-10-15 10:29:30,5370,normal,14.82,2,0.0,49.83,49.55,0.0,0.0,low,low,-0.0074,0,subj1
subj1_normal,2025-10-15 10:30:00,5400,normal,16.93,2,0.0,49.83,49.48,0.0,0.0,low,low,-0.0037,0,subj1
subj1_normal,2025-10-15 10:30:30,5430,normal,20.28,2,8.47,58.31,57.95,0.0001,0.0001,low,low,0.0031,0,subj1
subj1_normal,2025-10-15 10:31:00,5460,normal,21.14,2,34.24,92.55,92.19,0.0001,0.0001,low,low,0.0045,0,subj1
subj1_normal,2025-10-15 10:31:30,5490,normal,4.09,2,0.0,92.55,91.53,0.0001,0.0001,low,low,-0.0189,1,subj1
subj1_normal,2025-10-15 10:32:00,5520,normal,3.64,2,0.0,92.55,90.86,0.0001,0.0001,low,low,-0.0429,1,subj1
subj1_normal,2025-10-15 10:32:30,5550,normal,3.21,3,0.0,92.55,90.17,0.0001,0.0001,low,low,-0.0635,1,subj1
subj1_normal,2025-10-15 10:33:00,5580,normal,6.27,1,0.0,92.55,89.61,0.0001,0.0001,low,low,-0.0626,1,subj1
subj1_normal,2025-10-15 10:33:30,5610,normal,6.05,1,0.0,92.55,89.05,0.0001,0.0001,low,low,-0.0611,1,subj1
subj1_normal,2025-10-15 10:34:00,5640,normal,3.73,1,0.0,92.55,88.4,0.0001,0.0001,low,low,-0.0607,1,subj1
subj1_normal,2025-10-15 10:34:30,5670,normal,1.71,1,0.0,92.55,87.67,0.0001,0.0001,low,low,-0.0651,1,subj1
subj1_normal,2025-10-15 10:35:00,5700,normal,7.26,1,0.0,92.55,87.17,0.0001,0.0001,low,low,-0.0494,1,subj1
subj1_normal,2025-10-15 10:35:30,5730,normal,6.09,2,0.0,92.55,86.62,0.0001,0.0001,low,low,-0.0245,1,subj1
subj1_normal,2025-10-15 10:36:00,5760,normal,6.27,1,0.0,92.55,86.09,0.0001,0.0001,low,low,0.0083,1,subj1
subj1_normal,2025-10-15 10:36:30,5790,normal,5.09,1,0.0,92.55,85.51,0.0001,0.0001,low,low,0.0071,1,subj1
subj1_normal,2025-10-15 10:37:00,5820,normal,3.0,1,0.0,92.55,84.86,0.0001,0.0001,low,low,0.0007,1,subj1
subj1_normal,2025-10-15 10:37:30,5850,normal,6.41,1,0.0,92.55,84.34,0.0001,0.0001,low,low,-0.0002,1,subj1
subj1_normal,2025-10-15 10:38:00,5880,normal,0.21,1,0.0,92.55,83.59,0.0001,0.0001,low,low,-0.0068,1,subj1
subj1_normal,2025-10-15 10:38:30,5910,normal,4.48,1,0.0,92.55,83.0,0.0001,0.0001,low,low,-0.0037,1,subj1
subj1_normal,2025-10-15 10:39:00,5940,normal,4.79,1,0.0,92.55,82.43,0.0001,0.0001,low,low,-0.0046,1,subj1
subj1_normal,2025-10-15 10:39:30,5970,normal,4.03,1,0.0,92.55,81.84,0.0001,0.0001,low,low,-0.0118,1,subj1
subj1_normal,2025-10-15 10:40:00,6000,normal,3.02,2,0.0,92.55,81.22,0.0001,0.0001,low,low,-0.0094,1,subj1
subj1_normal,2025-10-15 10:40:30,6030,normal,3.86,1,0.0,92.55,80.63,0.0001,0.0001,low,low,-0.0064,1,subj1
subj1_normal,2025-10-15 10:41:00,6060,normal,20.66,1,19.81,112.35,100.43,0.0001,0.0001,low,low,0.0285,0,subj1
subj1_normal,2025-10-15 10:41:30,6090,normal,18.91,2,0.0,112.35,100.39,0.0001,0.0001,low,low,0.0517,0,subj1
subj1_normal,2025-10-15 10:42:00,6120,normal,21.4,1,42.14,154.5,142.53,0.0002,0.0001,low,low,0.0693,0,subj1
